3.694892252182486181e-01,3.711143450759887830e-01,3.728086328863077226e-01,3.745761516611319508e-01,3.764212831867374542e-01,3.783487595337542420e-01,3.803636983588428166e-01,3.000000000000000000e+00
-2.076675760695520512e-02,-2.550286358689010657e-02,-3.085494873050277642e-02,-3.687791624544076163e-02,-4.363666782836510966e-02,-5.120805812087961262e-02,-5.968337051893768397e-02,3.000000000000000000e+00
1.634046080879242302e+00,1.346821782988677496e+00,1.157149734593640344e+00,1.022638488701813397e+00,9.223473890943965081e-01,8.447423128547051352e-01,7.829472792152751826e-01,3.000000000000000000e+00
3.168384066471582883e-01,3.174545926561044284e-01,3.180911956771161897e-01,3.187490723719504371e-01,3.194291277872376988e-01,3.201323187210048937e-01,3.208596573724855627e-01,3.000000000000000000e+00
3.184826352225356705e-01,3.194615896291292390e-01,3.204786215160493335e-01,3.215357310893224296e-01,3.226350581590159972e-01,3.237788943233687600e-01,3.249696964426299073e-01,3.000000000000000000e+00
2.901980126465822929e-01,2.905021773031126187e-01,2.908153845483055777e-01,2.911379315740650897e-01,2.914701294272342147e-01,2.918123037760037564e-01,2.921647957279617236e-01,3.000000000000000000e+00
-7.367451977187772227e-02,-6.260962548484461099e-02,-5.290179765031355341e-02,-4.437341633303416855e-02,-3.688031524169260722e-02,-3.030467213600021581e-02,-2.454968811836444331e-02,3.000000000000000000e+00
2.703421929649144628e-01,2.701428825000933842e-01,2.699492272794591363e-01,2.697610719700309079e-01,2.695782676087017937e-01,2.694006713128123121e-01,2.692281460061856091e-01,3.000000000000000000e+00
2.791473386956201952e-01,2.783953106043702830e-01,2.776713514922303228e-01,2.769740881374449515e-01,2.763022334997040086e-01,2.756545801843167665e-01,2.750299944884554981e-01,3.000000000000000000e+00
2.485264439983310425e-01,2.485493155979697222e-01,2.485741488557587919e-01,2.486009573367992664e-01,2.486297557263486557e-01,2.486605598490425617e-01,2.486933866870669196e-01,3.000000000000000000e+00
3.712191352918524645e-01,3.625503758443737179e-01,3.547497774498203915e-01,3.476972084316368727e-01,3.412935606443716074e-01,3.354563522771133455e-01,3.301163894060470949e-01,3.000000000000000000e+00
3.626968860418399720e-01,3.728451259790422911e-01,3.843245311100205175e-01,3.974050651776313559e-01,4.124343724631587271e-01,4.298678335596889943e-01,4.503137414058929200e-01,3.000000000000000000e+00
3.289521670407738463e-01,3.221939389454124836e-01,3.160865322269149069e-01,3.105435789134863844e-01,3.054932069216679258e-01,3.008751292487934492e-01,2.966384069465772821e-01,3.000000000000000000e+00
2.513149637337590558e-01,2.528938269966474195e-01,2.545692127036966457e-01,2.563495341026519880e-01,2.582441847082707076e-01,2.602636837264064029e-01,2.624198480401852551e-01,3.000000000000000000e+00
2.080522435841542506e-01,2.081041660627984957e-01,2.081577593699274753e-01,2.082130570140250658e-01,2.082700938689523995e-01,2.083289062244613465e-01,2.083895318393661766e-01,3.000000000000000000e+00
2.069087753494514847e-01,2.066524223321580256e-01,2.064044804498587626e-01,2.061646004790446407e-01,2.059324518155109807e-01,2.057077212872912009e-01,2.054901120523870972e-01,3.000000000000000000e+00
2.084513948381360726e-01,2.091283273581001634e-01,2.098386826060765764e-01,2.105847499259026478e-01,2.113690249492121143e-01,2.121942329240610325e-01,2.130633552542589570e-01,3.000000000000000000e+00
-4.139361290889378986e-02,-3.211511943336908814e-02,-2.445242196448690897e-02,-1.813951585819796597e-02,-1.297742459143946814e-02,-8.816422852866635795e-03,-5.544020919387836893e-03,3.000000000000000000e+00
1.919642365611264889e-01,1.912890152857756876e-01,1.906476032024231049e-01,1.900377337590774263e-01,1.894573322019082739e-01,1.889044960359281822e-01,1.883774778080394841e-01,3.000000000000000000e+00
1.735193141732825073e-01,1.737592401868665315e-01,1.740084944702746661e-01,1.742675622955874026e-01,1.745369617795939632e-01,1.748172466301373962e-01,1.751090091679163019e-01,3.000000000000000000e+00
1.599081140792483757e-01,1.599628389776193704e-01,1.600191137085273940e-01,1.600769857819788755e-01,1.601365047582161416e-01,1.601977223512052462e-01,1.602606925378443348e-01,3.000000000000000000e+00
1.505592450657944337e-01,1.505452039583380086e-01,1.505316873769177999e-01,1.505186878328165223e-01,1.505061981648460612e-01,1.504942115306802108e-01,1.504827213981291545e-01,3.000000000000000000e+00
1.476623110961410856e-01,1.478469840071649222e-01,1.480392408106887547e-01,1.482395005641510832e-01,1.484482123298941358e-01,1.486658578268143793e-01,1.488929543650301945e-01,3.000000000000000000e+00
1.463050811138393303e-01,1.457888185910621304e-01,1.453024847139981202e-01,1.448437627616749046e-01,1.444105608105484273e-01,1.440009855989966281e-01,1.436133199205684163e-01,3.000000000000000000e+00
1.326417566618653954e-01,1.324079969621849984e-01,1.321851780081442773e-01,1.319726228300262816e-01,1.317697069031414370e-01,1.315758532861167618e-01,1.313905282823772669e-01,3.000000000000000000e+00
2.697749900133563083e-01,2.406755030332771716e-01,2.200979044782277461e-01,2.048202083029838638e-01,1.930594364244502814e-01,1.837492915654173609e-01,1.762131897583210094e-01,3.000000000000000000e+00
1.107427062858436506e-01,1.107562683686688920e-01,1.107702096723233720e-01,1.107845400874049174e-01,1.107992698984262420e-01,1.108144098011359657e-01,1.108299709207835743e-01,3.000000000000000000e+00
1.025219094586908991e-01,1.025176372806813896e-01,1.025135281345624927e-01,1.025095798015796533e-01,1.025057901614613298e-01,1.025021571894038225e-01,1.024986789540358045e-01,3.000000000000000000e+00
1.472426551081963131e-01,1.568487045089763110e-01,1.698255562850190525e-01,1.882268440445283852e-01,2.161787387710538688e-01,2.633699059921416064e-01,3.591710649923263166e-01,3.000000000000000000e+00
8.662817704657550799e-02,8.663000372417901940e-02,8.663192064285124561e-02,8.663392880288092734e-02,8.663602925670889354e-02,8.663822311032043366e-02,8.664051152421783919e-02,3.000000000000000000e+00
